KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
eden_pda_dO8ivO8,Solar Power Overview,,,,,,,,Солнечная энергетика Обзор,,,,,,,,
eden_pda_4WSa4iK,Solar Power Overview:,,,,,,,,Обзор Солнечной Энергии:,,,,,,,,
eden_pda_DWmGCW4,"[c][abd1ff]\nSolar power uses [-][/c][c][00ff00]solar panels[-][/c][c][abd1ff] to charge [-][/c][c][00ff00]solar capacitors[-][/c][c][abd1ff] on a base.\nSolar power is best used on bases close to a star in space or on planets with a thin atmosphere and clear weather.\n\nSolar can struggle in some locations and will provide inconsistent power but can still help reduce average fuel consumption.\nSolar power is best used on smaller, power efficient bases or to improve fuel economy on larger bases.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Output is dependent on distance from the primary star, angle of the solar panels, obstructions, time of day, atmospheric density, current weather, light level of the planet, and latitude on the planet.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Solar power is best used within 2.5AU of a star. After that distance it can begin to sharply drop off.[-][/c]",,,,,,,,"[c][abd1ff]\nСолнечная энергия использует [-][/c][c][00ff00]солнечные панели[-][/c][c][abd1ff], чтобы заряжать [-][/c][c][00ff00]солнечные конденсаторы[-][/c][c][abd1ff] на базе.\nСолнечная энергия лучше всего используется на базах, находящихся близко к звезде в космосе или на планетах с тонкой атмосферой и ясной погодой.\n\nСолнечная энергия может испытывать трудности в некоторых местах и будет обеспечивать непостоянную подачу электроэнергии, но все же может помочь снизить среднее потребление топлива.\nСолнечная энергия лучше всего используется на меньших, энергоэффективных базах или для улучшения экономии топлива на больших базах.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Выход зависит от расстояния до основной звезды, угла солнечных панелей, препятствий, времени суток, плотности атмосферы, текущей погоды, уровня освещенности планеты и широты на планете.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Солнечная энергия лучше всего используется в пределах 2.5 а.е. от звезды. После этого расстояния она может начать резко снижаться.[-][/c]",,,,,,,,
eden_pda_CqOaaeq,Solar Panels,,,,,,,,Солнечные панели,,,,,,,,
eden_pda_4OQ8Wi4,Solar Panels:,,,,,,,,Солнечные панели,,,,,,,,
eden_pda_mKqSeqg,"[c][abd1ff][-][/c]\n[c][abd1ff]Produces power from sunlight and charges [-][/c][c][00ff00]solar capacitors[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]Only works with the system's primary star, not secondary stars.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Requires clear line of sight to the star.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Green lights indicate the average efficiency based on location and angle.[-][/c]\n[c][abd1ff]Yellow lights indicate the current efficiency and will vary with weather and time of day.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Comes in multiple sizes. Sizes share a limit so it's recommended to use the largest ones possible.[-][/c]",,,,,,,,"[c][abd1ff][-][/c]\n[c][abd1ff]Вырабатывает энергию из солнечного света и заряжает [-][/c][c][00ff00]солнечные конденсаторы[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]Работает только с основной звездой системы, а не со второстепенными звездами.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Требует прямой видимости на звезду.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Зеленые огни указывают среднюю эффективность в зависимости от местоположения и угла.[-][/c]\n[c][abd1ff]Желтые огни указывают текущую эффективность и будут варьироваться в зависимости от погоды и времени суток.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Имеется в нескольких размерах. Размеры имеют общее ограничение, поэтому рекомендуется использовать самые крупные из возможных.[-][/c]",,,,,,,,
eden_pda_mI00KiD,Fuel,,,,,,,,Топливо,,,,,,,,
eden_pda_cOWm8Wq,Fuel:,,,,,,,,Топливо:,,,,,,,,
eden_pda_KiI4GKm,"[c][abd1ff]{Eden_FuelTypesBar.png}Fuel is required to be placed into [-][/c][c][00ff00]fuel tanks[-][/c][c][abd1ff] to power [-][/c][c][00ff00]generators[-][/c][c][abd1ff] and [-][/c][c][00ff00]fusion reactors[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]Fuel is also required for atmospheric condensers, water extractors, and auto mining devices.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]To fill a fuel tank, access the fuel tank directly or through the control panel, then insert items into the fuel tank to be converted into raw fuel.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]There are multiple types of fuel, with each tier storing more fuel per item.[-][/c]\n[c][abd1ff]Fuel can be crafted in a constructor.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Raw Fuel:[-][/c]\n[c][abd1ff]This is the fuel stored in fuel tanks. Required to run your ship or base if using generators or fusion reactors.[-][/c]\n[c][abd1ff]Fuel items inserted into fuel tanks are automatically converted into raw fuel.[-][/c]\n[c][00afff][-][/c]\n[c][00afff]Biodiesel:[-][/c]\n[c][abd1ff]The most basic fuel source. Good for getting off your starting planet or for emergencies.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Bioethanol:[-][/c]\n[c][abd1ff]A renewable fuel source. More costly to create than biodiesel.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Fuel Cell:[-][/c]\n[c][abd1ff]Your standard Promethium based fuel source.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Dual Fuel Cell:[-][/c]\n[c][abd1ff]A more energy dense version of the fuel cell.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Promethium Hydrocell:[-][/c]\n[c][abd1ff]The ultimate form of fuel. Contains a large amount of energy but requires more materials to craft.[-][/c]",,,,,,,,"[c][abd1ff]{Eden_FuelTypesBar.png}Топливо необходимо размещать в [-][/c][c][00ff00]топливных баках[-][/c][c][abd1ff], чтобы питать [-][/c][c][00ff00]генераторы[-][/c][c][abd1ff] и [-][/c][c][00ff00]фьюжн-реакторы[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]Топливо также необходимо для атмосферных конденсаторов, водоотделителей и автодобывающих устройств.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Чтобы заправить топливный бак, получите доступ к топливному баку напрямую или через панель управления, затем вставьте предметы в топливный бак для их преобразования в сырое топливо.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Существует несколько типов топлива, каждый из которых хранит больше топлива на предмет.[-][/c]\n[c][abd1ff]Топливо можно создать в конструкторе.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Сырое Топливо:[-][/c]\n[c][abd1ff]Это топливо, хранящееся в топливных баках. Необходимо для работы вашего корабля или базы при использовании генераторов или фьюжн-реакторов.[-][/c]\n[c][abd1ff]Предметы топлива, помещенные в топливные баки, автоматически преобразуются в сырое топливо.[-][/c]\n[c][00afff][-][/c]\n[c][00afff]Биодизель:[-][/c]\n[c][abd1ff]Самый простой источник топлива. Хорошо подходит для того, чтобы покинуть начальную планету или в экстренных случаях.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Биоэтанол:[-][/c]\n[c][abd1ff]Возобновляемый источник топлива. Более затратный в производстве, чем биодизель.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Топливный элемент:[-][/c]\n[c][abd1ff]Ваш стандартный источник топлива на основе прометия.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Двойной топливный элемент:[-][/c]\n[c][abd1ff]Более энергоемкая версия топливного элемента.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Прометиевый гидроклеточный элемент:[-][/c]\n[c][abd1ff]Наивысшая форма топлива. Содержит большое количество энергии, но требует больше материалов для изготовления.[-][/c]",,,,,,,,
eden_pda_CKGWWE0,Control Panel Statistics,,,,,,,,Панель управления Статистика,,,,,,,,
eden_pda_O2O0q0a,Control Panel Statistics:,,,,,,,,Панель Управления Статистика:,,,,,,,,
eden_pda_qiO8Kuq,"\n[c][abd1ff]These stats are shown in the Statistics tab of the control panel.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Max Output and Current Output:[-][/c]\n[c][abd1ff]This is the maximum amount of power your [-][/c][c][00ff00]generators[-][/c][c][abd1ff] are capable of producing.[-][/c]\n[c][abd1ff]This is not how much power they are currently producing, only their technical max.\nIf your consumption exceeds your max output your generators will overload and start taking damage, eventually exploding.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Consumption:[-][/c]\n[c][abd1ff]This is how much power your ship or base is currently using.[-][/c]\n[c][abd1ff]Your [-][/c][c][00ff00]fuel[-][/c][c][abd1ff] use is based on your consumption.[-][/c]\n[c][abd1ff]Turning off devices will lower consumption.[-][/c]\n[c][abd1ff]If consumption is 0 or below, your structure will not use fuel.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Fuel:[-][/c]\n[c][abd1ff]How much fuel is currently stored in your [-][/c][c][00ff00]fuel tanks[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Solar Current Output:[-][/c]\n[c][abd1ff]How much power your solar panels are currently producing.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Solar Average Output:[-][/c]\n[c][abd1ff]How much power your solar panels will produce on average throughout the day, taking into account the day/night cycle.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Battery:[-][/c]\n[c][abd1ff]How much energy currently stored in your [-][/c][c][00ff00]solar capacitors[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Power Left:[-][/c]\n[c][abd1ff]Time in hours and minutes that your structure can remain powered, based on current consumption, battery charge, and remaining fuel.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff][-][/c]",,,,,,,,"\n[c][abd1ff]Эти статистики отображаются во вкладке «Статистика» панели управления.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Максимальный выход и текущий выход:[-][/c]\n[c][abd1ff]Это максимальное количество энергии, которое ваши [-][/c][c][00ff00]генераторы[-][/c][c][abd1ff] способны производить.[-][/c]\n[c][abd1ff]Это не означает, сколько энергии они в настоящее время производят, а только их технический максимум.\nЕсли ваше потребление превышает максимальный выход, ваши генераторы будут перегружены и начнут получать повреждения, в конечном итоге взорвутся.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Потребление:[-][/c]\n[c][abd1ff]Это сколько энергии ваш корабль или база в настоящее время использует.[-][/c]\n[c][abd1ff]Ваше [-][/c][c][00ff00]топливо[-][/c][c][abd1ff] используется на основе потребления.[-][/c]\n[c][abd1ff]Отключение устройств уменьшит потребление.[-][/c]\n[c][abd1ff]Если потребление равно 0 или ниже, ваша структура не будет использовать топливо.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Топливо:[-][/c]\n[c][abd1ff]Сколько топлива в настоящее время хранится в ваших [-][/c][c][00ff00]топливных баках[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Текущий выход солнечных панелей:[-][/c]\n[c][abd1ff]Сколько энергии ваши солнечные панели в настоящее время производят.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Средний выход солнечных панелей:[-][/c]\n[c][abd1ff]Сколько энергии ваши солнечные панели будут производить в среднем на протяжении дня, учитывая цикл день/ночь.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Батарея:[-][/c]\n[c][abd1ff]Сколько энергии в настоящее время хранится в ваших [-][/c][c][00ff00]солнечных конденсаторах[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Оставшаяся энергия:[-][/c]\n[c][abd1ff]Время в часах и минутах, которое ваша структура может оставаться запитанной, на основе текущего потребления, заряда батареи и оставшегося топлива.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff][-][/c]",,,,,,,,
eden_pda_uO8maG8,Food and Farming,,,,,,,,Пища и Фермерство,,,,,,,,
eden_pda_0884Kis,Food Overview,,,,,,,,Обзор Продуктов питания,,,,,,,,
eden_pda_4u8qKKe,Food Overview:,,,,,,,,Food Overview:,,,,,,,,
eden_pda_G8C4qiW,"\n[c][abd1ff]Eating food restores your food bar.\nIf your food bar reaches 0 you will begin to starve.[-][/c]\nSee [c][00ff00]Mechanics[-][/c] - [c][00ff00]Player Stats and Hud Elements[-][/c].\n\nYou can craft food in a suit constructor, portable constructor, or food processor or buy food from traders.\nMost food will spoil after a time if not kept in a [c][00ff00]fridge[-][/c].\n\nDifferent food can have different uses. There is no single best food option.\n\n[c][00afff]Raw food:[-][/c]\nEating raw food can poison you or lead to other [c][00ff00]negative status effects[-][/c].\nAlways make sure to process food first.\n\n[c][00afff]Cooked food:[-][/c]\nEating cooked food can restore a combination of food, health, stamina, and give you beneficial status effects.\n\n[c][00afff]Drinks:[-][/c]\nDrinks typically restore stamina or give you a buff.",,,,,,,,"\n[c][abd1ff]Употребление пищи восстанавливает вашу полоску голода.\nЕсли ваша полоска голода достигнет 0, вы начнете голодать.[-][/c]\nСмотрите [c][00ff00]Механика[-][/c] - [c][00ff00]Параметры игрока и элементы HUD[-][/c].\n\nВы можете приготовить пищу в конструкторе костюма, портативном конструкторе или процессоре пищи, либо купить пищу у торговцев.\nБольшинство пищи испортится со временем, если ее не хранить в [c][00ff00]холодильнике[-][/c].\n\nРазная пища может иметь разные применения. Нет единственного лучшего варианта пищи.\n\n[c][00afff]Сырая пища:[-][/c]\nУпотребление сырой пищи может отравить вас или привести к другим [c][00ff00]негативным статусным эффектам[-][/c].\nВсегда убедитесь, что сначала обработали пищу.\n\n[c][00afff]Приготовленная пища:[-][/c]\nУпотребление приготовленной пищи может восстановить комбинацию пищи, здоровья, выносливости и дать вам полезные статусные эффекты.\n\n[c][00afff]Напитки:[-][/c]\nНапитки обычно восстанавливают выносливость или дают вам бафф.",,,,,,,,
eden_pda_84OqSCu,Fridges,,,,,,,,Холодильники,,,,,,,,
eden_pda_OsGOG0W,Fridges:,,,,,,,,Холодильники:,,,,,,,,
eden_pda_Ca4gaqY,"[c][abd1ff]\nFridges are devices that can be placed on a ship or base.[-][/c]\n[c][abd1ff]\nWhile powered, they will prevent food stored inside of them from spoiling.[-][/c]\n[c][abd1ff]You can view the perish time of food on the food's tooltip.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Fridges come in different shapes which have different volume capacities.[-][/c]",,,,,,,,"[c][abd1ff]
Холодильники — это устройства, которые можно разместить на корабле или базе.
[-][/c]
[c][abd1ff]
Пока включены, они будут предотвращать порчу продуктов, хранящихся внутри них.
[-][/c]
[c][abd1ff]Вы можете увидеть время порчи продуктов в подсказке продукта.[-][/c]
[c][abd1ff][-][/c]
[c][abd1ff]Холодильники бывают разных форм, которые имеют разные объемы.[-][/c]",,,,,,,,
eden_pda_qSueSvm,Food Processor,,,,,,,,Фуд Процессор,,,,,,,,
eden_pda_44SG4GW,Food Processor:,,,,,,,,Пищевая Процессор,,,,,,,,
eden_pda_mC4eeOS,"\n[c][abd1ff]A food processor is a type of [-][/c][c][00ff00]constructor[-][/c][c][abd1ff] used to craft [-][/c][c][00ff00]food[-][/c][c][abd1ff], [-][/c][c][00ff00]medical items[-][/c][c][abd1ff], and [-][/c][c][00ff00]farming[-][/c][c][abd1ff] supplies.[-][/c]\n[c][abd1ff]They can be placed on ships and bases.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]The crafting input and output must be linked to a container, typically a fridge.[-][/c]",,,,,,,,"\n[c][abd1ff]Фуд-процессор - это тип [-][/c][c][00ff00]конструктора[-][/c][c][abd1ff], используемого для создания [-][/c][c][00ff00]еды[-][/c][c][abd1ff], [-][/c][c][00ff00]медицинских предметов[-][/c][c][abd1ff] и [-][/c][c][00ff00]сельскохозяйственных[-][/c][c][abd1ff] припасов.[-][/c]\n[c][abd1ff]Их можно размещать на кораблях и базах.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Входные и выходные данные для создания должны быть связаны с контейнером, обычно холодильником.[-][/c]",,,,,,,,
eden_pda_Owu0464,Farming Overview,,,,,,,,Farming Overview,,,,,,,,
eden_pda_KKaieKO,Farming Overview:,,,,,,,,Фермерство Обзор:,,,,,,,,
eden_pda_COmWSii,"\n[c][abd1ff]Farming is the process of growing crops on your capital vessel or base to periodically harvest them for a renewable source of [-][/c][c][00ff00]food[-][/c][c][abd1ff] or [-][/c][c][00ff00]medical[-][/c][c][abd1ff] items.[-][/c]\n[c][abd1ff]You cannot grow crops on hover vessels or small vessels.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]There are many crops available to grow, each with their own growth timers, yield, and resource outputs.[-][/c]\n[c][abd1ff]Some food items require [-][/c][c][00ff00]commodities[-][/c][c][abd1ff] that you cannot grow or craft yourself.[-][/c]\n\n[c][abd1ff]While harvesting crops, it can be useful to [-][/c][c][00ff00]connect[-][/c][c][abd1ff] to a [-][/c][c][00ff00]fridge[-][/c][c][abd1ff] using [-][/c][c][00ff00]logistics[-][/c][c][abd1ff].[-][/c]",,,,,,,,"[c][abd1ff]Сельское хозяйство — это процесс выращивания культур на вашем капитальном судне или базе для их периодического сбора в качестве возобновляемого источника [-][/c][c][00ff00]еды[-][/c][c][abd1ff] или [-][/c][c][00ff00]медицинских[-][/c][c][abd1ff] предметов.[-][/c]\n[c][abd1ff]Вы не можете выращивать культуры на парящих судах или малых судах.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Существует множество культур, которые можно вырастить, каждая со своими таймерами роста, урожайностью и выходом ресурсов.[-][/c]\n[c][abd1ff]Некоторые продукты питания требуют [-][/c][c][00ff00]товаров[-][/c][c][abd1ff], которые вы не можете вырастить или создать самостоятельно.[-][/c]\n\n[c][abd1ff]При сборе урожая может быть полезно [-][/c][c][00ff00]подключиться[-][/c][c][abd1ff] к [-][/c][c][00ff00]холодильнику[-][/c][c][abd1ff], используя [-][/c][c][00ff00]логистику[-][/c][c][abd1ff].[-][/c]",,,,,,,,
eden_pda_i0aSKW8,Sprouts,,,,,,,,Отростки,,,,,,,,
eden_pda_CW48Gqi,Sprouts:,,,,,,,,Sprouts:,,,,,,,,
eden_pda_4HmWiGe,"\n[c][abd1ff]When planted, sprouts will eventually grow into a full grown crop that can be harvested.[-][/c]\n[c][abd1ff]They can be crafted in a food processor, bought from Grimgar's Garden traders in most trading stations, or looted.[-][/c]\n[c][abd1ff]\nSprouts must face upright and cannot be rotated to face any other direction.[-][/c]\n[c][abd1ff]If your ship or base was built with an incorrectly oriented starter block, you might not be able to grow crops in the orientation that you expect.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff][-][/c][c][00afff]Crops require specific conditions to grow:[-][/c]\n[c][abd1ff]-[-][/c][c][00ff00]Temperature[-][/c][c][abd1ff] range between 15C and 35C (59F to 95F)[-][/c]\n[c][abd1ff]-[-][/c][c][00ff00]Radiation[-][/c][c][abd1ff] less than 0.4R.[-][/c]\n[c][abd1ff]-Oxygenated environment. Crops do not consume oxygen but they do require the room they are in to have oxygen.[-][/c]\n[c][abd1ff]-Placed on top of a [-][/c][c][00ff00]Hydroponics Unit[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]-Placed under a [-][/c][c][00ff00]Hydroponics Lamp[-][/c][c][abd1ff] or with an open, completely unobstructed view of the sky.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Crops can also die if exposed to conditions that are too extreme.[-][/c]\n[c][abd1ff]It is best to grow crops in a sealed environment to prevent harsh weather from killing them.[-][/c][c][abd1ff][-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Sprouts or fully grown crops are not allowed to be saved in blueprints. Remove them before saving.[-][/c][c][abd1ff][-][/c]",,,,,,,,"\n[c][abd1ff]Когда они посажены, ростки в конечном итоге вырастут в полноценный урожай, который можно собрать.[-][/c]\n[c][abd1ff]Их можно создать в пищевом процессоре, купить у торговцев сада Гримгара на большинстве торговых станций или найти.[-][/c]\n[c][abd1ff]\nРостки должны быть направлены вверх и не могут быть повернуты в любом другом направлении.[-][/c]\n[c][abd1ff]Если ваш корабль или база были построены с неправильно ориентированным стартовым блоком, вы можете не быть able вырастить культуры в том направлении, которое ожидаете.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff][-][/c][c][00afff]Культурам требуются определенные условия для роста:[-][/c]\n[c][abd1ff]-[-][/c][c][00ff00]Температура[-][/c][c][abd1ff] между 15С и 35С (59Ф до 95Ф)[-][/c]\n[c][abd1ff]-[-][/c][c][00ff00]Радиация[-][/c][c][abd1ff] меньше 0,4Р.[-][/c]\n[c][abd1ff]-Окружение с кислородом. Культуры не потребляют кислород, но им требуется, чтобы комната, в которой они находятся, была с кислородом.[-][/c]\n[c][abd1ff]-Помещены на вершину [-][/c][c][00ff00]Гидропонного блока[-][/c][c][abd1ff].[-][/c]\n[c][abd1ff]-Помещены под [-][/c][c][00ff00]Гидропонную лампу[-][/c][c][abd1ff] или с открытым, полностью неограниченным видом на небо.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Культуры также могут погибнуть, если они подвергнутся условиям, которые слишком экстремальны.[-][/c]\n[c][abd1ff]Лучше всего выращивать культуры в герметичной среде, чтобы предотвратить гибель их из-за суровых погодных условий.[-][/c][c][abd1ff][-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Ростки или полностью выросшие культуры не разрешены быть сохраненными в蓝принтах. Удалите их перед сохранением.[-][/c][c][abd1ff][-][/c]",,,,,,,,
eden_pda_TWumKaC,Hydroponics Unit,,,,,,,,Гидропонная установка,,,,,,,,
eden_pda_KpSWOSA,Hydroponics Unit:,,,,,,,,Гидропонный Блок:,,,,,,,,
eden_pda_Ga4SiKO,"\n[c][abd1ff]Hydroponics Unit is a block that can be placed on capital vessels or bases that allow you to grow crops.[-][/c]\n[c][abd1ff]They can be crafted in a constructor, bought from traders, or salvaged.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]A single [-][/c][c][00ff00]sprout[-][/c][c][abd1ff] can be placed directly on top of them.[-][/c]",,,,,,,,"[c][abd1ff]Гидропонная установка — это блок, который можно разместить на капитальных судах или базах, позволяющий выращивать культуры.[-][/c]
[c][abd1ff]Их можно скрафтить в конструкторе, купить у торговцев или подобрать.[-][/c]
[c][abd1ff][-][/c]
[c][abd1ff]Один [-][/c][c][00ff00]росток[-][/c][c][abd1ff] можно разместить прямо на них.[-][/c]",,,,,,,,
eden_pda_iq9QG44,Hydroponics Lamp,,,,,,,,Гидропоническая лампа,,,,,,,,
eden_pda_42hCOK8,Hydroponics Lamp:,,,,,,,,Гидропонная Лампа,,,,,,,,
eden_pda_mms0OS7,"[c][abd1ff]\nHydroponics Lamps are required to grow crops indoors.[-][/c]\n[c][abd1ff]They must be turned on to work.\n\nA single lamp will cover a 3x3 area below itself.\nThe lamp should be placed directly above the [-][/c][c][00ff00]sprouts[-][/c][c][abd1ff], such that there is a 1 block space between the [-][/c][c][00ff00]hydroponics unit[-][/c][c][abd1ff] and the lamp.[-][/c]\n\n[c][abd1ff]You can see an example in the image on the right of a proper farming setup.[-][/c]\n[c][abd1ff]A single grow lamp is on the ceiling, illuminating a 3x3 area of tomato sprouts directly under it, which are themselves planted on a 3x3 set of hydroponics units.[-][/c]",,,,,,,,"[c][abd1ff]\nЛампы гидропоники необходимы для выращивания культур внутри помещения.[-][/c]\n[c][abd1ff]Их необходимо включить, чтобы они работали.\n\nОдна лампа покрывает площадь 3x3 ниже себя.\nЛампу следует размещать непосредственно над [-][/c][c][00ff00]проростками[-][/c][c][abd1ff], так, чтобы между [-][/c][c][00ff00]гидропонным блоком[-][/c][c][abd1ff] и лампой был один блок пространства.[-][/c]\n\n[c][abd1ff]Вы можете увидеть пример на изображении справа правильной фермерской установки.[-][/c]\n[c][abd1ff]Одна лампа для выращивания находится на потолке, освещая площадь 3x3 помидорных проростков прямо под ней, которые сами посажены на набор из 3x3 гидропонных блоков.[-][/c]",,,,,,,,
eden_pda_j0KmWiK,Growth Stages,,,,,,,,Стадии Роста,,,,,,,,
eden_pda_CieKiSK,Growth Stages,,,,,,,,Стадии Роста,,,,,,,,
eden_pda_c4SC4mS,"\n[c][abd1ff]Crops grow in different stages, with each stage having a different appearance.[-][/c]\n[c][abd1ff]Some crops have only 2 stages while others can have multiple.[-][/c]\n[c][abd1ff]You can pick up all stages of crops as a sprout using a multitool.[-][/c]\n\n[c][00afff]Sprout:[-][/c]\n[c][abd1ff]This is the earliest stage of a freshly planted crop.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Growing:[-][/c]\n[c][abd1ff]These are stages where the crop is still growing and is not yet ready for harvest.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Pre-harvest:[-][/c]\n[c][abd1ff]The crop is almost ready to harvest and the next stage will be harvestable.[-][/c]\n[c][abd1ff]Some crops revert to this stage once harvested so they do not need to fully grow again.[-][/c]\n[c][abd1ff][-][/c]\n[c][00afff]Harvestable:[-][/c]\n[c][abd1ff]This stage is ready for harvest. Walk up to it and press [-][/c][c][ffff00]({keybind(Activate)})[-][/c][c][abd1ff] to harvest it.[-][/c]\n[c][abd1ff]Once harvested, the crop will revert to an earlier stage and can be harvested again at a later time.[-][/c]\n\n[c][00afff]Dead:[-][/c]\n[c][abd1ff]Something went wrong! Your crops are dead.[-][/c]\n[c][abd1ff]Most likely your crops were exposed to harsh environmental conditions due to a power loss or hull breach.[-][/c]",,,,,,,,"[c][abd1ff]Культуры растут в разных стадиях, каждая из которых имеет разный внешний вид.[-][/c]
[c][abd1ff]Некоторые культуры имеют только 2 стадии, тогда как другие могут иметь несколько.[-][/c]
[c][abd1ff]Вы можете собрать все стадии культур в виде ростка с помощью мультитула.[-][/c]

[c][00afff]Росток:[-][/c]
[c][abd1ff]Это самая ранняя стадия только что посаженной культуры.[-][/c]
[c][abd1ff][-][/c]

[c][00afff]Растет:[-][/c]
[c][abd1ff]Эти стадии, когда культура все еще растет и не готова к сбору урожая.[-][/c]
[c][abd1ff][-][/c]

[c][00afff]Предсбор:[-][/c]
[c][abd1ff]Культура почти готова к сбору, и следующая стадия будет готова для сбора.[-][/c]
[c][abd1ff]Некоторые культуры возвращаются к этой стадии после сбора урожая, поэтому им не нужно снова полностью расти.[-][/c]
[c][abd1ff][-][/c]

[c][00afff]Готов к сбору:[-][/c]
[c][abd1ff]Эта стадия готова для сбора. Подойдите к ней и нажмите [-][/c][c][ffff00]({keybind(Activate)})[-][/c][c][abd1ff], чтобы собрать урожай.[-][/c]
[c][abd1ff]После сбора урожая культура вернется к более ранней стадии и снова будет готова для сбора в будущем.[-][/c]

[c][00afff]Мертвый:[-][/c]
[c][abd1ff]Что-то пошло не так! Ваши культуры мертвы.[-][/c]
[c][abd1ff]Скорее всего, ваши культуры подверглись воздействию суровых условий окружающей среды из-за потери питания или повреждения корпуса.[-][/c]",,,,,,,,
eden_pda_4CeCueO,Hydroponics Bays,,,,,,,,Гидропонные отсеки,,,,,,,,
eden_pda_OaSWce4,Hydroponics Bays:,,,,,,,,Гидропонные Отсеки:,,,,,,,,
