KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Eden_GuardHumanSoldier,Human Guard,,,,,,,,Человеческий Караул,,,,,,,,
Eden_GuardAndroidSoldier,Cyborg Guard,,,,,,,,Киборг-Охранник,,,,,,,,
Eden_TurretPlasmaSmall,Small Plasma Turret [ffff00](POI)[-][/c],,,,,,,,Маленькая Плазменная Башня [ffff00](POI)[-][/c],,,,,,,,
Eden_CPUExtenderAuxCV,[c][FF9A01]Large Auxiliary CPU Core,,,,,,,,Большой вспомогательный ЦП ядро,,,,,,,,
Eden_CPUExtenderAuxCVinfo,An auxiliary processor for Capital Vessels and Bases created from the salvaged parts of alien Drones. Augments the primary CPU systems by increasing available CPU.\n\n[c][FFFFFF]This block can be unlocked in the tech tree for free by completing the mission Expedition: Dronelands[-][/c],,,,,,,,"Вспомогательный процессор для Капитальных Судов и Баз, созданный из спасенных деталей инопланетных Дронов. Расширяет основные системы ЦП, увеличивая доступную мощность ЦП.\n\n[c][FFFFFF]Этот блок можно разблокировать в дереве технологий бесплатно, выполнив миссию Экспедиция: Земли Дронов[-][/c]",,,,,,,,
Eden_CPUExtenderAuxSV,[c][FF9A01]Small Auxiliary CPU Core,,,,,,,,[c][FF9A01]Маленький вспомогательный ЦП,,,,,,,,
Eden_CPUExtenderAuxSVinfo,An auxiliary Core for Small Vessels and Hover Vessels created from the salvaged parts of alien Drones. Augments the primary CPU systems by increasing available CPU.\n\n[c][FFFFFF]This block can be unlocked in the tech tree for free by completing the mission Expedition: Dronelands[-][/c],,,,,,,,"Вспомогательное Ядро для Малых Судов и Несущих Судов, созданное из спасенных деталей инопланетных Дронов. Улучшает основные системы ЦПУ, увеличивая доступную ЦПУ.\n\n[c][FFFFFF]Этот блок можно разблокировать в дереве технологий бесплатно, выполнив миссию Экспедиция: Земли Дронов[-][/c]",,,,,,,,
Eden_PosterPlanets,Holo Poster (New Horizons),,,,,,,,Голо Постер (Новые Горизонты),,,,,,,,
Eden_PlasmaRifleRoyal,[c][FF0000]Royal Plasma Cannon[-][/c],,,,,,,,[c][FF0000]Королевская Плазменная Пушка[-][/c],,,,,,,,
Eden_PlasmaRifleRoyalinfo,A heavy plasma cannon carried by the most elite royal guards of the Zirax Empire. The weapon has a magnetic guidance system that allows the plasma projectiles to home in on the target.\nFinding ammunition for this weapon may be quite difficult.\nCannot use weapon attachments.,,,,,,,,"Тяжелая плазменная пушка, которую несут самые элитные королевские гвардейцы империи Зиракс. Оружие имеет магнитную систему наведения, которая позволяет плазменным снарядам самонаводиться на цель.
Найти боеприпасы для этого оружия может быть довольно сложно.
Нельзя использовать приспособления для оружия.",,,,,,,,
Eden_PlasmaRifleRoyal_Ammo,[c][FF0000]Royal Plasma Cartridge[-][/c],,,,,,,,[c][FF0000]Королевский Плазменный Патрон[-][/c],,,,,,,,
Eden_PlasmaRifleRoyal_Ammoinfo,Ammunition for the Royal Plasma Cannon. One cartridge refills the entire clip.,,,,,,,,Боеприпасы для Королевской Плазменной Пушки. Одна гильза перезаряжает весь магазин.,,,,,,,,
Eden_WindTurbineBase,Wind Turbine Base (OBSOLETE),,,,,,,,База ветровой турбины (УСТАРЕЛО),,,,,,,,
Eden_WindTurbineIdle,Wind Turbine (Idle),,,,,,,,Ветряная турбина (не работает),,,,,,,,
Eden_WindTurbineIdleinfo,"A wind turbine that will reduce power consumption by [c][00FF00]300W[-][/c] [c][abd1ff]after being activated.\n[c][00FFFF][b]REQUIRES ACTIVATION:[/b][-][/c]\nTo activate, place down one or more wind turbines and then interact with the wind turbine. If the planet type is suitable for wind power you will get an option to activate the wind turbines.[sup]\n\nUsable on most types of temperate, swamp, arid, tropical, ocean, jungle, forest, desert, and jungle class planets.[/sup]",,,,,,,,"Ветряная турбина, которая уменьшит потребление энергии на [c][00FF00]300W[-][/c] [c][abd1ff]после активации.\n[c][00FFFF][b]ТРЕБУЕТ АКТИВАЦИИ:[/b][-][/c]\nЧтобы активировать, разместите одну или несколько ветряных турбин и затем взаимодействуйте с ветряной турбиной. Если тип планеты подходит для ветровой энергии, вы получите возможность активации ветряных турбин.[sup]\n\nМожно использовать на большинстве типов умеренных, болотистых, засушливых, тропических, океанских, джунглей, лесов, пустынь и джунглей планет.[/sup]",,,,,,,,
Eden_WindTurbineActive,Wind Turbine (Active),,,,,,,,Ветро-турбина (Активна),,,,,,,,
Eden_WindTurbineActiveinfo,This wind turbine is reducing the power consumption of your structure by [c][00FF00]300W[-][/c]. It will continue to operate until it is removed.,,,,,,,,"Эта ветровая турбина снижает потребление энергии вашей конструкции на [c][00FF00]300W[-][/c]. Она будет продолжать работать до тех пор, пока не будет удалена.",,,,,,,,
Eden_WindTurbineActiveT2,Advanced Wind Turbine,,,,,,,,Передовая Ветро-Турбина,,,,,,,,
Eden_WindTurbineActiveT2info,A significant upgrade to wind turbines that reduces power consumption by [c][00FF00]600W.[-][/c]\n[c][abd1ff]Cannot be crafted in a constructor. Only 15 advanced wind turbines can be upgraded per base. Upgrade existing active turbines with a multitool.\nCannot upgrade idle wind turbines.[-][/c]\n[c][FFFF00]Advanced Wind Turbines should be downgraded with a multitool before removing to prevent loss of components.[-][/c]\n[c][FFFFFF]Unlocked via schematic.[-][/c],,,,,,,,"Значительное улучшение ветряных турбин, которое снижает потребление энергии на [c][00FF00]600W.[-][/c]\n[c][abd1ff]Не может быть изготовлено в конструкторе. Только 15 продвинутых ветряных турбин могут быть улучшены на базе. Улучшайте существующие активные турбины с помощью мультитула.\nНельзя улучшать неактивные ветряные турбины.[-][/c]\n[c][FFFF00]Продвинутые Ветряные Турбины должны быть понижены до уровня мультитула перед удалением, чтобы предотвратить потерю компонентов.[-][/c]\n[c][FFFFFF]Разблокировано через схему.[-][/c]",,,,,,,,
Eden_HydroponicsEmpty,Hydroponics Bay,,,,,,,,Гидропонная Бухта,,,,,,,,
Eden_HydroponicsEmptyinfo,An empty hydroponics bay for planting specialized crops. \nAdd sprouts in an advanced constructor then place on top of a single growing plot. Requires a single grow lamp placed directly above. \nDoes not protect crops from environmental hazards.,,,,,,,,"Пустой гидропонный отсек для посадки специализированных культур.
Добавьте ростки в продвинутый конструктор, а затем разместите сверху на одном участке для выращивания. Требуется один светотрубочник, расположенный непосредственно выше.
Не защищает культуры от природных угроз.",,,,,,,,
Eden_HydroponicsGrain,Hydroponics Bay (Grain),,,,,,,,Гидропонная Бухта (Зерно),,,,,,,,
Eden_HydroponicsGraininfo,A hydroponics bay for growing specialized crops. Place on top of a single growing plot. Requires a single grow lamp placed directly above. \nDoes not protect crops from environmental hazards.,,,,,,,,"Гидропонный отсек для выращивания специализированных культур. Разместите сверху на одном участке роста. Требует одну растущую лампу, размещенную непосредственно над ним.\nНе защищает культуры от окружающих опасностей.",,,,,,,,
Eden_HydroponicsGrainGrown,Hydroponics Bay (Grain) Ready for Harvest,,,,,,,,Гидропонная Бухта (Зерно) Готово к Урожаю,,,,,,,,
Eden_HydroponicsFruit,Hydroponics Bay (Fruit),,,,,,,,Гидропонный Отсек (Фрукты),,,,,,,,
Eden_HydroponicsFruitGrown,Hydroponics Bay (Fruit) Ready for Harvest,,,,,,,,Гидропонная Бухта (Фрукты) Готовы к Уборке,,,,,,,,
Eden_HydroponicsVegetables,Hydroponics Bay (Vegetables),,,,,,,,Гидропонный Отсек (Овощи),,,,,,,,
Eden_HydroponicsVegetablesGrown,Hydroponics Bay (Vegetables) Ready for Harvest,,,,,,,,Гидропонная Бухта (Овощи) Готовы к Уборке,,,,,,,,
Eden_HydroponicsNaturalStimulant,Hydroponics Bay (Natural Stimulant),,,,,,,,Гидропонный Отсек (Естественный Стимулятор),,,,,,,,
Eden_HydroponicsNaturalStimulantGrown,Hydroponics Bay (Natural Stimulant) Ready for Harvest,,,,,,,,Гидропонная Бухта (Естественный Стимулятор) Готов к Урожаю,,,,,,,,
Eden_HydroponicsHerbalLeaves,Hydroponics Bay (Herbal Leaves),,,,,,,,Гидропонный Отсек (Травяные Листья),,,,,,,,
Eden_HydroponicsHerbalLeavesGrown,Hydroponics Bay (Herbal Leaves) Ready for Harvest,,,,,,,,Гидропонная Бухта (Травяные Листья) Готовы к Уборке,,,,,,,,
Eden_HydroponicsPlantProtein,Hydroponics Bay (Plant Protein),,,,,,,,Гидропонный Отсек (Растительный белок),,,,,,,,
Eden_HydroponicsPlantProteinGrown,Hydroponics Bay (Plant Protein) Ready for Harvest,,,,,,,,Гидропонный отсек (Белок Растения) Готов к Урожаю,,,,,,,,
Eden_HydroponicsNaturalSweetener,Hydroponics Bay (Natural Sweetener),,,,,,,,Гидропонный Отсек (Натуральный Подсластитель),,,,,,,,
Eden_HydroponicsNaturalSweetenerGrown,Hydroponics Bay (Natural Sweetener) Ready for Harvest,,,,,,,,Гидропонный отсек (Натуральный подсластитель) Готов к сбору урожая,,,,,,,,
Eden_HydroponicsFiber,Hydroponics Bay (Fiber),,,,,,,,Гидропонный Отсек (Волокно),,,,,,,,
Eden_HydroponicsFiberGrown,Hydroponics Bay (Fiber) Ready for Harvest,,,,,,,,Гидропонный отсек (Фибра) Готов к сбору урожая,,,,,,,,
Eden_HydroponicsMushroomBrown,Hydroponics Bay (Mushrooms),,,,,,,,Гидропонный Отсек (Грибы),,,,,,,,
Eden_HydroponicsMushroomBrownGrown,Hydroponics Bay (Mushrooms) Ready for Harvest,,,,,,,,Гидропонный отсек (грибы) готов к сбору урожая,,,,,,,,
Eden_HydroponicsSpice,Hydroponics Bay (Spice),,,,,,,,Гидропонный Отсек (Специя),,,,,,,,
Eden_HydroponicsSpiceGrown,Hydroponics Bay (Spice) Ready for Harvest,,,,,,,,Гидропонный отсек (Пряность) Готов к сбору урожая,,,,,,,,
Eden_HydroponicsBerries,Hydroponics Bay (Berries),,,,,,,,Гидропонный Отсек (Ягоды),,,,,,,,
Eden_HydroponicsBerriesGrown,Hydroponics Bay (Berries) Ready for Harvest,,,,,,,,Гидропонный отсек (Ягоды) Готов к Уборке,,,,,,,,
Eden_HydroponicsPentaxid,Hydroponics Bay (Pentaxid),,,,,,,,Гидропонный Отсек (Пентаксид),,,,,,,,
Eden_HydroponicsPentaxidGrown,Hydroponics Bay (Pentaxid) Ready for Harvest,,,,,,,,Гидропонная Бухта (Pentaxid) Готова к Урожаю,,,,,,,,
Eden_HoloFarr,Icon of the Brotherhood,,,,,,,,Иконка Братства,,,,,,,,
Eden_HoloFarrinfo,A holographic display of the Brotherhood of Farr symbol.\n\n[c][FFFFFF]The emitter base automatically hides itself after being on for 30 seconds. Turn holographic emitter off to reveal the emitter base.[-][/c],,,,,,,,"Голографический дисплей символа Братства Фарр.\n\n[c][FFFFFF]Базовый эмиттер автоматически скрывает себя после включения в течение 30 секунд. Выключите голографический эмиттер, чтобы показать базовый эмиттер.[-][/c]",,,,,,,,
Eden_AutoMiningDeviceT4,Automated Industrial Mining Rig,,,,,,,,Автоматизированная Промышленная Горнодобывающая Установка,,,,,,,,
Eden_AutoMiningDeviceT4info,Place on a planetary resource deposit to automatically mine it over time.\nRequires special Industrial Fuel to be inserted into the fuel slots at the top of its inventory.\nHas a lower yield per hour but much greater fuel and storage capacity than standard auto mining devices.\n[c][FFFFFF]Unlocked via schematic.[-][/c],,,,,,,,"Разместите на месторождении планетарного ресурса, чтобы автоматически добывать его со временем.\nТребуется специальное промышленное топливо, которое необходимо вставить в слоты для топлива в верхней части инвентаря.\nИмеет более низкую производительность в час, но намного большую емкость топлива и хранилища по сравнению со стандартными автоматическими устройствами для добычи.\n[c][FFFFFF]Разблокируется через схему.[-][/c]",,,,,,,,
Eden_ResourceGenericinfo,Occasionally while mining certain deposits or asteroids you will obtain a whole piece of ore. These serve no purpose and can be trashed. This is due to a technical reason.,,,,,,,,Иногда при добыче определенных залежей или астероидов вы получите целый кусок руды. Они не имеют никакого назначения и могут быть выброшены. Это связано с технической причиной.,,,,,,,,
Eden_SpawnerGateRed,Void Gate,,,,,,,,Пустотный Портал,,,,,,,,
Eden_SpawnerGateRedinfo,A spawner for POIs.,,,,,,,,Спавнер для ПОИ.,,,,,,,,
Eden_DroneSpawnerInvisible,Invisible Drone Spawner,,,,,,,,Невидимый Генератор Дронов,,,,,,,,
Eden_VoidiumCrystal,Voidium Shard\n[c][ff0000](Requires Voidium Extractor)[-][/c],,,,,,,,"Безумный Обломок
[c][ff0000](Требуется Экстрактор Безумия)[-][/c]",,,,,,,,
Eden_VoidiumCrystalT2,Voidium Crystal\n[c][ff0000](Requires Advanced Voidium Extractor)[-][/c],,,,,,,,Voidium Кристалл\n[c][ff0000](Требуется Продвинутый Извлекатель Войдиума)[-][/c],,,,,,,,
Eden_IceAsteroid,Dense Ice Asteroid,,,,,,,,Плотный Ледяной Астероид,,,,,,,,
Eden_IceAsteroidT2,Rich Ice Asteroid,,,,,,,,Богатый Ледяной Астероид,,,,,,,,
Eden_AsteroidRichT1,Neutronium Asteroid,,,,,,,,Нейтронный Астероид,,,,,,,,
Eden_AsteroidRichT2,Irtite Asteroid,,,,,,,,Иртите Астероид,,,,,,,,
Eden_AsteroidRichT3,Protonium Asteroid,,,,,,,,Протониевый Астероид,,,,,,,,
Eden_AsteroidRichT4,Dronite Asteroid,,,,,,,,Дроните Астероид,,,,,,,,
Eden_AsteroidRichT5,Legacite Asteroid,,,,,,,,Легасит Астероид,,,,,,,,
Eden_CarbonResource,Carbon Rich,,,,,,,,Углерод Богатый,,,,,,,,
Eden_AsteroidTungsten,Tungsten Deposit,,,,,,,,Вольфрамовая жила,,,,,,,,
Eden_TungstenResource,Tungsten Nugget,,,,,,,,Тунгстеновый Самородок,,,,,,,,
Eden_AsteroidPalladium,Palladium Deposit,,,,,,,,Палладиевый Месторождение,,,,,,,,
Eden_PalladiumResource,Palladium Nugget,,,,,,,,Палладиевый Самородок,,,,,,,,
Eden_MagmaciteResourceNew,Magmacite Nugget.,,,,,,,,Магмацитовый Сгусток,,,,,,,,
Eden_CrystalBlue,Promethum Crystal,,,,,,,,Кристалл Прометума,,,,,,,,
Eden_CrystalCyan,Protaxid Crystal,,,,,,,,Протаксидный Кристалл,,,,,,,,
Eden_CrystalGreen,Erestria Crystal,,,,,,,,Эрестрия Кристалл,,,,,,,,
Eden_CrystalOrange,Aurum Crystal,,,,,,,,Аурум Кристалл,,,,,,,,
Eden_CrystalPurple,Pentaxium Crystal,,,,,,,,Пентаксиум Кристалл,,,,,,,,
Eden_CrystalRed,Zascosum Crystal,,,,,,,,Кристалл Заскосум,,,,,,,,
Eden_CrystalBlueL,Large Promethum Crystal,,,,,,,,Большой Кристалл Прометия,,,,,,,,
Eden_CrystalCyanL,Large Protaxid Crystal,,,,,,,,Большой Протаксидный Кристалл,,,,,,,,
Eden_CrystalGreenL,Large Erestria Crystal,,,,,,,,Большой Кристалл Эрестрии,,,,,,,,
Eden_CrystalOrangeL,Large Aurum Crystal,,,,,,,,Большой Аурум Кристалл,,,,,,,,
Eden_CrystalPurpleL,Large Pentaxium Crystal,,,,,,,,Большой Кристалл Пентаксиума,,,,,,,,
Eden_CrystalSilver,Metallic Crystal,,,,,,,,Металлический Кристалл,,,,,,,,
Eden_CrystalCopper,Varnished Crystal,,,,,,,,Лакированный Кристалл,,,,,,,,
Eden_CrystalXenoL,Energized Xenocrystal,,,,,,,,Энергизированный Ксенокристалл,,,,,,,,
Eden_CrystalPentaxidL,Energized Pentaxid,,,,,,,,Энергизированный Пентаксид,,,,,,,,
Eden_CrystalZascosiumL,Zacosite Crystal Formation,,,,,,,,Закоситовый Кристаллический Формацион,,,,,,,,
Eden_CrystalRedL,Large Zascosum Crystal,,,,,,,,Большой Кристалл Заскосума,,,,,,,,
Eden_RockLavaHard,Hardened Rock,,,,,,,,Закаленная скала,,,,,,,,
Eden_RockLavaHardinfo,Hardened rock that cannot be removed.\n\n[c][ff0000]Internal scenario developer use only.[-][/c],,,,,,,,"Затвердевшая скала, которую нельзя удалить.\n\n[c][ff0000]Internal scenario developer use only.[-][/c]",,,,,,,,
Eden_RockHard,Hardened Rock,,,,,,,,Закаленная скала,,,,,,,,
Eden_ResearchBundle1,Geological Research Report,,,,,,,,Геологический Исследовательский Отчет,,,,,,,,
Eden_ResearchBundle1info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,,,,,,,"[c][ffffff]Очки разблокировки:[-][/c] 100\n\nЭтот отчет используется для миссии Проект Эдем [c][00ff00]Исследование очков разблокировки.[-][/c]\n\nИмеете в личном инвентаре, пока миссия активна, и получите доступ к Исследовательскому компьютеру на исследовательском судне ОСЧ, чтобы завершить миссию.\nМожно проводить исследования на каждом исследовательском судне только один раз.",,,,,,,,
Eden_ResearchBundle2,Horticulture Research Report,,,,,,,,Сельскохозяйственный отчет о исследованиях садоводства,,,,,,,,
Eden_ResearchBundle2info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,,,,,,,"[c][ffffff]Очки разблокировки:[-][/c] 100\n\nЭтот отчет используется для миссии Проект Эдем [c][00ff00]Исследование очков разблокировки.[-][/c]\n\nИмеете в личном инвентаре, пока миссия активна, и получите доступ к Исследовательскому компьютеру на исследовательском судне ОСЧ, чтобы завершить миссию.\nМожно проводить исследования на каждом исследовательском судне только один раз.",,,,,,,,
Eden_ResearchBundle3,Biological Research Report,,,,,,,,Биологический Исследовательский Отчет,,,,,,,,
Eden_ResearchBundle3info,[c][ffffff]Unlock Points:[-][/c] 100\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,,,,,,,"[c][ffffff]Очки разблокировки:[-][/c] 100\n\nЭтот отчет используется для миссии Проект Эдем [c][00ff00]Исследование очков разблокировки.[-][/c]\n\nИмеете в личном инвентаре, пока миссия активна, и получите доступ к Исследовательскому компьютеру на исследовательском судне ОСЧ, чтобы завершить миссию.\nМожно проводить исследования на каждом исследовательском судне только один раз.",,,,,,,,
Eden_ResearchBundle4,Metallurgy Research Report,,,,,,,,Металлургический Исследовательский Отчет,,,,,,,,
Eden_ResearchBundle4info,[c][ffffff]Unlock Points:[-][/c] 150\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,,,,,,,"[c][ffffff]Очки разблокировки:[-][/c] 150

Этот отчет используется для миссии [c][00ff00]Исследовательские Очки Разблокировки.[-][/c]

Держите в личном инвентаре, пока миссия активна и получите доступ к Исследовательскому Компьютеру на Исследовательском Судне ОСЧ для завершения миссии.
Можно проводить исследования на каждом исследовательском судне только один раз.",,,,,,,,
Eden_ResearchBundle5,Alien Tech Research Report,,,,,,,,Отчёт об исследованиях инопланетных технологий,,,,,,,,
Eden_ResearchBundle5info,[c][ffffff]Unlock Points:[-][/c] 250\n\nThis report is used for the Project Eden mission [c][00ff00]Research Unlock Points.[-][/c]\n\nHave in your personal inventory while the mission is active and access a Research Computer on a UCH Research Vessel to complete the mission.\nCan perform research at each research vessel only once.,,,,,,,,"[c][ffffff]Точки разблокировки:[-][/c] 250

Этот отчет используется для миссии [c][00ff00]Исследовательские Точки Разблокировки.[-][/c]

Держите в личном инвентаре, пока миссия активна и получите доступ к Исследовательскому Компьютеру на ИСЧ Исследовательском Судне для завершения миссии.
Можно проводить исследования на каждом исследовательском судне только один раз.",,,,,,,,
Eden_HematiteOre,Hematite Ore,,,,,,,,Гематитовая руда,,,,,,,,
Eden_HematiteOreinfo,An iron oxide ore commonly found in Hematite asteroids.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nUsed in Tier 1 mining missions.,,,,,,,,"Железная руда оксида, обычно встречающаяся в астероидах Гематита.\n\nОпределенные лица и горнодобывающие корпорации могут быть заинтересованы в этом, но оно не используется ни в одном известном конструкторском рецепте или широко обменивается.\n\nИспользуется в миссиях по добыче Tier 1.",,,,,,,,
Eden_IlmeniteOre,Ilmenite Ore,,,,,,,,Ильменитовая руда,,,,,,,,
Eden_IlmeniteOreinfo,An iron-titanium oxide.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nUsed in Tier 2 mining missions.,,,,,,,,"Железо-титановый оксид.\n\nОпределенные лица и горнодобывающие корпорации могут быть заинтересованы в этом, но он не используется в известных рецептах конструкторов или обычно не торгуется.\n\nИспользуется в миссиях по добыче полезных ископаемых 2-го уровня.",,,,,,,,
Eden_PyrolusiteOre,Pyrolusite Ore,,,,,,,,Пиролюзитовая Руда,,,,,,,,
Eden_PyrolusiteOreinfo,A mineral consisting of manganese dioxide.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nUsed in Tier 3 mining missions.,,,,,,,,"Минерал, состоящий из диоксида марганца.\n\nОпределенные лица и горнодобывающие корпорации могут быть заинтересованы в этом, но он не используется в известных рецептах конструкторов или обычно не обменивается.\n\nИспользуется в миссиях по добыче полезных ископаемых 3-го уровня.",,,,,,,,
Eden_ChromiteOre,Chromite Ore,,,,,,,,Хромитовая руда,,,,,,,,
Eden_ChromiteOreinfo,"An oxide mineral composed of chromium, iron, and oxygen.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nUsed in Tier 4 mining missions.",,,,,,,,"Оксидный минерал, состоящий из хрома, железа и кислорода.\n\nОпределенные лица и горнодобывающие корпорации могут быть заинтересованы в этом, но он не используется в известных рецептах конструкторов или не торгуется обычно.\n\nИспользуется в миссиях по добыче полезных ископаемых 4-го уровня.",,,,,,,,
Eden_IceDense,Dense Ice,,,,,,,,Плотный Лёд,,,,,,,,
Eden_IceDenseinfo,Can be broken down into several crafting and trading components in a deconstructor. Also yields Deuterium.,,,,,,,,Может быть разобран на несколько компонентов для крафта и торговли в деконструкторе. Также даёт дейтерий.,,,,,,,,
Eden_IceRich,Rich Ice,,,,,,,,Богатый Лёд,,,,,,,,
Eden_IceRichinfo,Can be broken down into several crafting and trading components in a deconstructor. Also yields Deuterium.,,,,,,,,Может быть разобран на несколько компонентов для крафта и торговли в деконструкторе. Также даёт дейтерий.,,,,,,,,
Eden_IceTerrarite,Terrarite Ice,,,,,,,,Террарит Лёд,,,,,,,,
Eden_IceTerrariteinfo,Can be sold to the Trade Federation at their Distribution Headquarters.,,,,,,,,Может быть продано Торговой Федерации в их Дистрибьюторском Центре.,,,,,,,,
Eden_IceNitronite,Nitronite Ice,,,,,,,,Нитронит Лёд,,,,,,,,
Eden_IceNitroniteinfo,Can be sold to Polaris at their Distribution Centers.,,,,,,,,Можно продать Полярис на их Дистрибьюторских Центрах.,,,,,,,,
Eden_IceCerulianDust,Cerulian Dust Ice,,,,,,,,Церулеан Пыль Лед,,,,,,,,
Eden_IceCerulianDustinfo,Can be sold to Pirates at their Distribution Centers.,,,,,,,,Можно продать Пиратам на их Дистрибьюторских Центрах.,,,,,,,,
Eden_IceFerrite,Ferrite Ice,,,,,,,,Ферритовый Лёд,,,,,,,,
Eden_IceFerriteinfo,Can be sold to Zirax Empire at their Distribution Centers.,,,,,,,,Может быть продано Империи Зиракс в их Дистрибьюторских Центрах,,,,,,,,
Eden_IceHydronite,Hydronite Ice,,,,,,,,Гидронитовый лед,,,,,,,,
Eden_IceHydroniteinfo,Can be sold to the Free Colonists at their Distribution Centers.,,,,,,,,Можно продать Свободным Колонистам в их Центрах Распределения,,,,,,,,
Eden_IceHeavy,Compressed Ice,,,,,,,,Сжатый Лёд,,,,,,,,
Eden_IceHeavyinfo,Can be processed in a deconstructor.,,,,,,,,Может быть переработан в деконструкторе,,,,,,,,
Eden_OreDenseT1,Neutronium Ore,,,,,,,,Неутроновая Руда,,,,,,,,
Eden_OreDenseT1info,Break down in a deconstructor.,,,,,,,,Разберите в деконструкторе.,,,,,,,,
Eden_OreDenseT1Ingot,Neutronium Powder,,,,,,,,Порошок Нейтрония,,,,,,,,
Eden_OreDenseT1Ingotinfo,Used to construct advanced equipment or trading goods.,,,,,,,,Используется для создания продвинутого оборудования или товаров для торговли.,,,,,,,,
Eden_OreDenseT2,Irtite Ore,,,,,,,,Иртитовая Руда,,,,,,,,
Eden_OreDenseT2info,Break down in a deconstructor.,,,,,,,,Разберите в деконструкторе.,,,,,,,,
Eden_OreDenseT2Ingot,Irtite Powder,,,,,,,,Иртитовый Порошок,,,,,,,,
Eden_OreDenseT2Ingotinfo,,,,,,,,,"Sure, please provide the text you would like me to translate into Russian.",,,,,,,,
Eden_OreDenseT3,Protonium Ore,,,,,,,,Протониевая Руда,,,,,,,,
Eden_OreDenseT3info,Break down in a deconstructor.,,,,,,,,Разберите в деконструкторе.,,,,,,,,
Eden_OreDenseT3Ingot,Protonium Powder,,,,,,,,Протониевый Порошок,,,,,,,,
Eden_OreDenseT3Ingotinfo,,,,,,,,,"Sure, please provide the text you would like me to translate into Russian.",,,,,,,,
Eden_OreDenseT4,Dronite Ore,,,,,,,,Дронитовая Руда,,,,,,,,
Eden_OreDenseT4info,Break down in a deconstructor.,,,,,,,,Разберите в деконструкторе.,,,,,,,,
Eden_OreDenseT4Ingot,Dronite Powder,,,,,,,,Дронитовый Порошок,,,,,,,,
Eden_OreDenseT4Ingotinfo,,,,,,,,,"Sure, please provide the text you would like me to translate into Russian.",,,,,,,,
Eden_OreDenseT5,Legacite Ore,,,,,,,,Легасите Оре,,,,,,,,
Eden_OreDenseT5info,Break down in a deconstructor.,,,,,,,,Разберите в деконструкторе.,,,,,,,,
Eden_OreDenseT5Ingot,Legacite Powder,,,,,,,,Легасит Паудер,,,,,,,,
Eden_OreDenseT5Ingotinfo,,,,,,,,,"Sure, please provide the text you would like me to translate into Russian.",,,,,,,,
Eden_AdvManufacturing,Advanced Manufacturing Goods.,,,,,,,,Продвинутые Товары Производства.,,,,,,,,
Eden_AdvManufacturinginfo,Sell at a faction's Distribution Headquarters or Distribution Center.,,,,,,,,Продайте на распределительном центре или дистрибьюторском центре фракции.,,,,,,,,
Eden_AdvCargo,Advanced Cargo Goods,,,,,,,,Передовые Товары Груза,,,,,,,,
Eden_AdvColony,Advanced Colonization Goods,,,,,,,,Продвинутые Колонизационные Товары,,,,,,,,
Eden_AdvStealth,Advanced Steath Tech Goods,,,,,,,,Передовая Технология Стелс Товаров,,,,,,,,
Eden_AdvWeapons,Advanced Weapons Goods,,,,,,,,Продвинутые Оружие Товары,,,,,,,,
Eden_ShipmentAdvComponent,[c][FFFFFF]Advanced Component Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка деталей высокой точности[-][/c],,,,,,,,
Eden_ShipmentAdvComponentinfo,A shipment of advanced components from a Trade Federation Advanced Orbital Factory in Tranquility. Sell to Polaris Orbital Robotics Factories and Optronic Orbital Factories in The Forge. Use logistics toolbar to trade.,,,,,,,,Отправка продвинутых компонентов с торговой Федерации Продвинутого Орбитального Завода в Транквилити. Продайте на орбитальные робототехнические заводы Polaris и оптоэлектронные орбитальные заводы в Кузнице. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentComponent,[c][FFFFFF]Basic Component Shipment[-][/c],,,,,,,,[c][FFFFFF]Базовая Партия Компонентов[-][/c],,,,,,,,
